0.000000000000000000e+00,6.730865767582292509e+22,-1.333606888324942120e+23,-6.605203115667128687e+22
1.000000000000000000e+00,6.731453268424214446e+22,-1.333665631448899225e+23,-6.605203046064777803e+22
2.000000000000000000e+00,6.732053664793351527e+22,-1.333725664986044259e+23,-6.605202985067091067e+22
3.000000000000000000e+00,6.732666654696686800e+22,-1.333786958635719333e+23,-6.605202931660506530e+22
4.000000000000000000e+00,6.733291955646845944e+22,-1.333849484063856919e+23,-6.605202884991723241e+22
5.000000000000000000e+00,6.733929307480439705e+22,-1.333913215181912980e+23,-6.605202844338690091e+22
6.000000000000000000e+00,6.734578474489058060e+22,-1.333978128357341339e+23,-6.605202809084355333e+22
7.000000000000000000e+00,6.735239247106285555e+22,-1.334044202580066613e+23,-6.605202778694380578e+22
8.000000000000000000e+00,6.735911443357162170e+22,-1.334111419605917494e+23,-6.605202752702012772e+22
9.000000000000000000e+00,6.736594910210410991e+22,-1.334179764091462384e+23,-6.605202730704212853e+22
1.000000000000000000e+01,6.737289524866878905e+22,-1.334249223723774284e+23,-6.605202712370863931e+22
1.100000000000000000e+01,6.737995195892033913e+22,-1.334319789335392970e+23,-6.605202697461895791e+22
1.200000000000000000e+01,6.738711864018681096e+22,-1.334391454985875693e+23,-6.605202685840075837e+22
1.300000000000000000e+01,6.739439502473398583e+22,-1.334464217994153878e+23,-6.605202677468140195e+22
1.400000000000000000e+01,6.740178116814426866e+22,-1.334538078920407358e+23,-6.605202672389646713e+22
1.500000000000000000e+01,6.740927744421518115e+22,-1.334613041512578778e+23,-6.605202670704269669e+22
1.600000000000000000e+01,6.741688453847441421e+22,-1.334689112639761841e+23,-6.605202672550176988e+22
1.700000000000000000e+01,6.742460344198299543e+22,-1.334766302229724964e+23,-6.605202678098950095e+22
1.800000000000000000e+01,6.743243544606465956e+22,-1.334844623216750583e+23,-6.605202687561039872e+22
1.900000000000000000e+01,6.744038213765002848e+22,-1.334924091496162520e+23,-6.605202701196622352e+22
2.000000000000000000e+01,6.744844539438684124e+22,-1.335004725876677348e+23,-6.605202719328089355e+22
2.100000000000000000e+01,6.745662737850434165e+22,-1.335086548020278539e+23,-6.605202742352351225e+22
2.200000000000000000e+01,6.746493052843925805e+22,-1.335169582359680783e+23,-6.605202770752882029e+22
2.300000000000000000e+01,6.747335754727184715e+22,-1.335253855983934038e+23,-6.605202805112155668e+22
2.400000000000000000e+01,6.748191138699540850e+22,-1.335339398482492391e+23,-6.605202846125383064e+22
2.500000000000000000e+01,6.749059522751105912e+22,-1.335426241736788693e+23,-6.605202894616781023e+22
2.600000000000000000e+01,6.749941244897172600e+22,-1.335514419645687666e+23,-6.605202951559704058e+22
2.700000000000000000e+01,6.750836659566522086e+22,-1.335603967766886162e+23,-6.605203018102339535e+22
2.800000000000000000e+01,6.751746132901801178e+22,-1.335694922850198534e+23,-6.605203095600184164e+22
2.900000000000000000e+01,6.752670036655743802e+22,-1.335787322231116645e+23,-6.605203185655422648e+22
3.000000000000000000e+01,6.753608740291430108e+22,-1.335881203045310010e+23,-6.605203290161669997e+22
3.100000000000000000e+01,6.754562600833308951e+22,-1.335976601218431708e+23,-6.605203411351008130e+22
3.200000000000000000e+01,6.755531949977875199e+22,-1.336073550181844470e+23,-6.605203551840569498e+22
3.300000000000000000e+01,6.756517077953404102e+22,-1.336172079263042597e+23,-6.605203714677021868e+22
3.400000000000000000e+01,6.757518213599886259e+22,-1.336272211697869626e+23,-6.605203903378809999e+22
3.500000000000000000e+01,6.758535500109222773e+22,-1.336373962208479061e+23,-6.605204121975567837e+22
3.600000000000000000e+01,6.759568965823785389e+22,-1.336477334086564541e+23,-6.605204375041860017e+22
3.700000000000000000e+01,6.760618489460439594e+22,-1.336582315717924644e+23,-6.605204667718806851e+22
3.800000000000000000e+01,6.761683759140249272e+22,-1.336688876485299143e+23,-6.605205005712742154e+22
3.900000000000000000e+01,6.762764224703537716e+22,-1.336796961995822643e+23,-6.605205395254688717e+22
4.000000000000000000e+01,6.763859043029031584e+22,-1.336906488602660260e+23,-6.605205842997571014e+22
4.100000000000000000e+01,6.764967016525045380e+22,-1.337017337234568690e+23,-6.605206355820641518e+22
4.200000000000000000e+01,6.766086525699952843e+22,-1.337129346620513331e+23,-6.605206940505180471e+22
4.300000000000000000e+01,6.767215457815560087e+22,-1.337242306106048591e+23,-6.605207603244925819e+22
4.400000000000000000e+01,6.768351135107120733e+22,-1.337355948406726417e+23,-6.605208348960143442e+22
4.500000000000000000e+01,6.769490247886322008e+22,-1.337469942828401007e+23,-6.605209180397688062e+22
4.600000000000000000e+01,6.770628799928771543e+22,-1.337583889695105163e+23,-6.605210097022280086e+22
4.700000000000000000e+01,6.771762075689104389e+22,-1.337697316943190557e+23,-6.605211093742801178e+22
4.800000000000000000e+01,6.772884640745203433e+22,-1.337809680032018748e+23,-6.605212159574984045e+22
4.900000000000000000e+01,6.773990387922123306e+22,-1.337920366433906238e+23,-6.605213276416939078e+22
5.000000000000000000e+01,6.775072641085531698e+22,-1.338028705927953960e+23,-6.605214418194007903e+22
